"","id","date","tavg"
"2945","RSM00034123",2009-01-22,-19
"2946","RSM00034123",2009-01-23,-20
"2947","RSM00034123",2009-01-24,-13
"2948","RSM00034123",2009-01-25,11
"2949","RSM00034123",2009-01-26,-6
"2950","RSM00034123",2009-01-27,-6
"2951","RSM00034123",2009-01-28,-14
"2952","RSM00034123",2009-01-29,-5
"2953","RSM00034123",2009-01-30,-7
"2954","RSM00034123",2009-01-31,-31
"2955","RSM00034123",2009-02-01,-100
"2956","RSM00034123",2009-02-02,-100
"2957","RSM00034123",2009-02-03,-132
"2958","RSM00034123",2009-02-04,-107
"2959","RSM00034123",2009-02-05,-17
"2960","RSM00034123",2009-02-06,-23
"2961","RSM00034123",2009-02-07,-25
"2962","RSM00034123",2009-02-08,8
"2963","RSM00034123",2009-02-09,11
"2964","RSM00034123",2009-02-10,-2
"2965","RSM00034123",2009-02-11,-25
"2966","RSM00034123",2009-02-12,-14
"2967","RSM00034123",2009-02-13,-7
"2968","RSM00034123",2009-02-14,10
"2969","RSM00034123",2009-02-15,13
"2970","RSM00034123",2009-02-16,7
"2971","RSM00034123",2009-02-17,3
"2972","RSM00034123",2009-02-18,-24
"2973","RSM00034123",2009-02-19,-72
"2974","RSM00034123",2009-02-20,-54
"2975","RSM00034123",2009-02-21,-67
"2976","RSM00034123",2009-02-22,-137
"2977","RSM00034123",2009-02-23,-113
"2978","RSM00034123",2009-02-24,-87
"2979","RSM00034123",2009-02-25,-59
"2980","RSM00034123",2009-02-26,-56
"2981","RSM00034123",2009-02-27,-41
"2982","RSM00034123",2009-02-28,-15
"2983","RSM00034123",2009-03-01,-3
"2984","RSM00034123",2009-03-02,-17
"2985","RSM00034123",2009-03-03,-35
"2986","RSM00034123",2009-03-04,-66
"2987","RSM00034123",2009-03-05,-82
"2988","RSM00034123",2009-03-06,-79
"2989","RSM00034123",2009-03-07,-51
"2990","RSM00034123",2009-03-08,-14
"2991","RSM00034123",2009-03-09,8
"2992","RSM00034123",2009-03-10,17
"2993","RSM00034123",2009-03-11,23
"2994","RSM00034123",2009-03-12,23
"2995","RSM00034123",2009-03-13,37
"2996","RSM00034123",2009-03-14,9
"2997","RSM00034123",2009-03-15,-16
"2998","RSM00034123",2009-03-16,-40
"2999","RSM00034123",2009-03-17,-31
"3000","RSM00034123",2009-03-18,8
"3001","RSM00034123",2009-03-19,8
"3002","RSM00034123",2009-03-20,14
"3003","RSM00034123",2009-03-21,-7
"3004","RSM00034123",2009-03-22,5
"3005","RSM00034123",2009-03-23,-31
"3006","RSM00034123",2009-03-24,-6
"3007","RSM00034123",2009-03-25,36
"3008","RSM00034123",2009-03-26,15
"3009","RSM00034123",2009-03-27,5
"3010","RSM00034123",2009-03-28,-1
"3011","RSM00034123",2009-03-29,32
"3012","RSM00034123",2009-03-30,65
"3013","RSM00034123",2009-03-31,102
"3014","RSM00034123",2009-04-01,51
"3015","RSM00034123",2009-04-02,33
"3016","RSM00034123",2009-04-03,30
"3017","RSM00034123",2009-04-04,48
"3018","RSM00034123",2009-04-05,26
"3019","RSM00034123",2009-04-06,108
"3020","RSM00034123",2009-04-07,90
"3021","RSM00034123",2009-04-08,33
"3022","RSM00034123",2009-04-09,22
"3023","RSM00034123",2009-04-10,22
"3024","RSM00034123",2009-04-11,12
"3025","RSM00034123",2009-04-12,40
"3026","RSM00034123",2009-04-13,69
"3027","RSM00034123",2009-04-14,82
"3028","RSM00034123",2009-04-15,108
"3029","RSM00034123",2009-04-16,113
"3030","RSM00034123",2009-04-17,52
"3031","RSM00034123",2009-04-18,94
"3032","RSM00034123",2009-04-19,55
"3033","RSM00034123",2009-04-20,41
"3034","RSM00034123",2009-04-21,31
"3035","RSM00034123",2009-04-22,7
"3036","RSM00034123",2009-04-23,38
"3037","RSM00034123",2009-04-24,77
"3038","RSM00034123",2009-04-25,94
"3039","RSM00034123",2009-04-26,135
"3040","RSM00034123",2009-04-27,163
"3041","RSM00034123",2009-04-28,185
"3042","RSM00034123",2009-04-29,183
"3043","RSM00034123",2009-04-30,183
"3044","RSM00034123",2009-05-01,136
"3045","RSM00034123",2009-05-02,114
"3046","RSM00034123",2009-05-03,134
"3047","RSM00034123",2009-05-04,140
"3048","RSM00034123",2009-05-05,165
"3049","RSM00034123",2009-05-06,157
"3050","RSM00034123",2009-05-07,124
"3051","RSM00034123",2009-05-08,150
"3052","RSM00034123",2009-05-09,156
"3053","RSM00034123",2009-05-10,163
"3054","RSM00034123",2009-05-11,175
"3055","RSM00034123",2009-05-12,179
"3056","RSM00034123",2009-05-13,139
"3057","RSM00034123",2009-05-14,109
"3058","RSM00034123",2009-05-15,82
"3059","RSM00034123",2009-05-16,98
"3060","RSM00034123",2009-05-17,110
"3061","RSM00034123",2009-05-18,123
"3062","RSM00034123",2009-05-19,135
"3063","RSM00034123",2009-05-20,151
"3064","RSM00034123",2009-05-21,172
"3065","RSM00034123",2009-05-22,157
"3066","RSM00034123",2009-05-23,196
"3067","RSM00034123",2009-05-24,147
"3068","RSM00034123",2009-05-25,115
"3069","RSM00034123",2009-05-26,131
"3070","RSM00034123",2009-05-27,148
"3071","RSM00034123",2009-05-28,175
"3072","RSM00034123",2009-05-29,166
"3073","RSM00034123",2009-05-30,190
"3074","RSM00034123",2009-05-31,204
"3075","RSM00034123",2009-06-01,196
"3076","RSM00034123",2009-06-02,204
"3077","RSM00034123",2009-06-03,213
"3078","RSM00034123",2009-06-04,197
"3079","RSM00034123",2009-06-05,160
"3080","RSM00034123",2009-06-06,152
"3081","RSM00034123",2009-06-07,134
"3082","RSM00034123",2009-06-08,213
"3083","RSM00034123",2009-06-09,192
"3084","RSM00034123",2009-06-10,231
"3085","RSM00034123",2009-06-11,242
"3086","RSM00034123",2009-06-12,250
"3087","RSM00034123",2009-06-13,227
"3088","RSM00034123",2009-06-14,175
"3089","RSM00034123",2009-06-15,169
"3090","RSM00034123",2009-06-16,163
"3091","RSM00034123",2009-06-17,154
"3092","RSM00034123",2009-06-18,136
"3093","RSM00034123",2009-06-19,146
"3094","RSM00034123",2009-06-20,209
"3095","RSM00034123",2009-06-21,232
"3096","RSM00034123",2009-06-22,248
"3097","RSM00034123",2009-06-23,252
"3098","RSM00034123",2009-06-24,230
"3099","RSM00034123",2009-06-25,221
"3100","RSM00034123",2009-06-26,229
"3101","RSM00034123",2009-06-27,226
"3102","RSM00034123",2009-06-28,223
"3103","RSM00034123",2009-06-29,238
"3104","RSM00034123",2009-06-30,199
"3105","RSM00034123",2009-07-01,173
"3106","RSM00034123",2009-07-02,177
"3107","RSM00034123",2009-07-03,197
"3108","RSM00034123",2009-07-04,182
"3109","RSM00034123",2009-07-05,125
"3110","RSM00034123",2009-07-06,136
"3111","RSM00034123",2009-07-07,146
"3112","RSM00034123",2009-07-08,166
"3113","RSM00034123",2009-07-09,223
"3114","RSM00034123",2009-07-10,223
"3115","RSM00034123",2009-07-11,215
"3116","RSM00034123",2009-07-12,231
"3117","RSM00034123",2009-07-13,241
"3118","RSM00034123",2009-07-14,272
"3119","RSM00034123",2009-07-15,277
"3120","RSM00034123",2009-07-16,270
"3121","RSM00034123",2009-07-17,277
"3122","RSM00034123",2009-07-18,265
"3123","RSM00034123",2009-07-19,274
"3124","RSM00034123",2009-07-20,269
"3125","RSM00034123",2009-07-21,203
"3126","RSM00034123",2009-07-22,199
"3127","RSM00034123",2009-07-23,184
"3128","RSM00034123",2009-07-24,202
"3129","RSM00034123",2009-07-25,238
"3130","RSM00034123",2009-07-26,251
"3131","RSM00034123",2009-07-27,219
"3132","RSM00034123",2009-07-28,191
"3133","RSM00034123",2009-07-29,203
"3134","RSM00034123",2009-07-30,235
"3135","RSM00034123",2009-07-31,232
"3136","RSM00034123",2009-08-01,230
"3137","RSM00034123",2009-08-02,205
"3138","RSM00034123",2009-08-03,204
"3139","RSM00034123",2009-08-04,192
"3140","RSM00034123",2009-08-05,182
"3141","RSM00034123",2009-08-06,169
"3142","RSM00034123",2009-08-07,160
"3143","RSM00034123",2009-08-08,140
"3144","RSM00034123",2009-08-09,129
"3145","RSM00034123",2009-08-10,144
"3146","RSM00034123",2009-08-11,172
"3147","RSM00034123",2009-08-12,188
"3148","RSM00034123",2009-08-13,196
"3149","RSM00034123",2009-08-14,199
"3150","RSM00034123",2009-08-15,179
"3151","RSM00034123",2009-08-16,172
"3152","RSM00034123",2009-08-17,190
"3153","RSM00034123",2009-08-18,220
"3154","RSM00034123",2009-08-19,196
"3155","RSM00034123",2009-08-20,151
"3156","RSM00034123",2009-08-21,124
"3157","RSM00034123",2009-08-22,140
"3158","RSM00034123",2009-08-23,162
"3159","RSM00034123",2009-08-24,161
"3160","RSM00034123",2009-08-25,160
"3161","RSM00034123",2009-08-26,164
"3162","RSM00034123",2009-08-27,167
"3163","RSM00034123",2009-08-28,172
"3164","RSM00034123",2009-08-29,197
"3165","RSM00034123",2009-08-30,183
"3166","RSM00034123",2009-08-31,189
"3167","RSM00034123",2009-09-01,207
"3168","RSM00034123",2009-09-02,206
"3169","RSM00034123",2009-09-03,202
"3170","RSM00034123",2009-09-04,206
"3171","RSM00034123",2009-09-05,201
"3172","RSM00034123",2009-09-06,183
"3173","RSM00034123",2009-09-07,207
"3174","RSM00034123",2009-09-08,210
"3175","RSM00034123",2009-09-09,196
"3176","RSM00034123",2009-09-10,209
"3177","RSM00034123",2009-09-11,189
"3178","RSM00034123",2009-09-12,180
"3179","RSM00034123",2009-09-13,173
"3180","RSM00034123",2009-09-14,177
"3181","RSM00034123",2009-09-15,187
"3182","RSM00034123",2009-09-16,163
"3183","RSM00034123",2009-09-17,152
"3184","RSM00034123",2009-09-18,161
"3185","RSM00034123",2009-09-19,108
"3186","RSM00034123",2009-09-20,93
"3187","RSM00034123",2009-09-21,139
"3188","RSM00034123",2009-09-22,164
"3189","RSM00034123",2009-09-23,149
"3190","RSM00034123",2009-09-24,169
"3191","RSM00034123",2009-09-25,141
"3192","RSM00034123",2009-09-26,95
"3193","RSM00034123",2009-09-27,103
"3194","RSM00034123",2009-09-28,136
"3195","RSM00034123",2009-09-29,167
"3196","RSM00034123",2009-09-30,109
"3197","RSM00034123",2009-10-01,66
"3198","RSM00034123",2009-10-02,106
"3199","RSM00034123",2009-10-03,71
"3200","RSM00034123",2009-10-04,75
"3201","RSM00034123",2009-10-05,113
"3202","RSM00034123",2009-10-06,99
"3203","RSM00034123",2009-10-07,72
"3204","RSM00034123",2009-10-08,99
"3205","RSM00034123",2009-10-09,137
"3206","RSM00034123",2009-10-10,82
"3207","RSM00034123",2009-10-11,79
"3208","RSM00034123",2009-10-12,121
"3209","RSM00034123",2009-10-13,148
"3210","RSM00034123",2009-10-14,167
"3211","RSM00034123",2009-10-15,126
"3212","RSM00034123",2009-10-16,106
"3213","RSM00034123",2009-10-17,145
"3214","RSM00034123",2009-10-18,101
"3215","RSM00034123",2009-10-19,118
"3216","RSM00034123",2009-10-20,65
"3217","RSM00034123",2009-10-21,87
"3218","RSM00034123",2009-10-22,137
"3219","RSM00034123",2009-10-23,112
"3220","RSM00034123",2009-10-24,107
"3221","RSM00034123",2009-10-25,68
"3222","RSM00034123",2009-10-26,22
"3223","RSM00034123",2009-10-27,26
"3224","RSM00034123",2009-10-28,14
"3225","RSM00034123",2009-10-29,39
"3226","RSM00034123",2009-10-30,33
"3227","RSM00034123",2009-10-31,-13
"3228","RSM00034123",2009-11-01,-14
"3229","RSM00034123",2009-11-02,-28
"3230","RSM00034123",2009-11-03,-34
"3231","RSM00034123",2009-11-04,-33
"3232","RSM00034123",2009-11-05,-11
"3233","RSM00034123",2009-11-06,0
"3234","RSM00034123",2009-11-07,26
"3235","RSM00034123",2009-11-08,21
"3236","RSM00034123",2009-11-09,7
"3237","RSM00034123",2009-11-10,37
"3238","RSM00034123",2009-11-11,34
"3239","RSM00034123",2009-11-12,31
"3240","RSM00034123",2009-11-13,59
"3241","RSM00034123",2009-11-14,47
"3242","RSM00034123",2009-11-15,26
"3243","RSM00034123",2009-11-16,7
"3244","RSM00034123",2009-11-17,6
"3245","RSM00034123",2009-11-18,32
"3246","RSM00034123",2009-11-19,44
"3247","RSM00034123",2009-11-20,51
"3248","RSM00034123",2009-11-21,20
"3249","RSM00034123",2009-11-22,60
"3250","RSM00034123",2009-11-23,48
"3251","RSM00034123",2009-11-24,42
"3252","RSM00034123",2009-11-25,58
"3253","RSM00034123",2009-11-26,51
"3254","RSM00034123",2009-11-27,63
"3255","RSM00034123",2009-11-28,51
"3256","RSM00034123",2009-11-29,77
"3257","RSM00034123",2009-11-30,56
"3258","RSM00034123",2009-12-01,44
"3259","RSM00034123",2009-12-02,69
"3260","RSM00034123",2009-12-03,46
"3261","RSM00034123",2009-12-04,9
"3262","RSM00034123",2009-12-05,16
"3263","RSM00034123",2009-12-06,1
"3264","RSM00034123",2009-12-07,-56
"3265","RSM00034123",2009-12-08,-56
"3266","RSM00034123",2009-12-09,-72
"3267","RSM00034123",2009-12-10,-56
"3268","RSM00034123",2009-12-11,-70
"3269","RSM00034123",2009-12-12,-64
"3270","RSM00034123",2009-12-13,-71
"3271","RSM00034123",2009-12-14,-80
"3272","RSM00034123",2009-12-15,-123
"3273","RSM00034123",2009-12-16,-233
"3274","RSM00034123",2009-12-17,-233
"3275","RSM00034123",2009-12-18,-171
"3276","RSM00034123",2009-12-19,-134
"3277","RSM00034123",2009-12-20,-101
"3278","RSM00034123",2009-12-21,-52
"3279","RSM00034123",2009-12-22,-138
"3280","RSM00034123",2009-12-23,-94
"3281","RSM00034123",2009-12-24,-63
"3282","RSM00034123",2009-12-25,1
"3283","RSM00034123",2009-12-26,17
"3284","RSM00034123",2009-12-27,17
"3285","RSM00034123",2009-12-28,-6
"3286","RSM00034123",2009-12-29,7
"3287","RSM00034123",2009-12-30,-12
"3288","RSM00034123",2009-12-31,-26
"3289","RSM00034123",2007-01-01,9
"3290","RSM00034123",2007-01-02,16
"3291","RSM00034123",2007-01-03,15
"3292","RSM00034123",2007-01-04,3
"3293","RSM00034123",2007-01-05,-7
"3294","RSM00034123",2007-01-06,-15
"3295","RSM00034123",2007-01-07,5
"3296","RSM00034123",2007-01-08,10
"3297","RSM00034123",2007-01-09,12
"3298","RSM00034123",2007-01-10,17
"3299","RSM00034123",2007-01-11,42
"3300","RSM00034123",2007-01-12,42
"3301","RSM00034123",2007-01-13,46
"3302","RSM00034123",2007-01-14,25
"3303","RSM00034123",2007-01-15,22
"3304","RSM00034123",2007-01-16,10
"3305","RSM00034123",2007-01-17,14
"3306","RSM00034123",2007-01-18,24
"3307","RSM00034123",2007-01-19,39
"3308","RSM00034123",2007-01-20,31
"3309","RSM00034123",2007-01-21,6
"3310","RSM00034123",2007-01-22,24
"3311","RSM00034123",2007-01-23,27
"3312","RSM00034123",2007-01-24,-1
"3313","RSM00034123",2007-01-25,34
"3314","RSM00034123",2007-01-26,-26
"3315","RSM00034123",2007-01-27,-52
"3316","RSM00034123",2007-01-28,-38
"3317","RSM00034123",2007-01-29,-84
"3318","RSM00034123",2007-01-30,-98
"3319","RSM00034123",2007-01-31,-127
"3320","RSM00034123",2007-02-01,-112
"3321","RSM00034123",2007-02-02,-93
"3322","RSM00034123",2007-02-03,-156
"3323","RSM00034123",2007-02-04,-149
"3324","RSM00034123",2007-02-05,-83
"3325","RSM00034123",2007-02-06,-29
"3326","RSM00034123",2007-02-07,-14
"3327","RSM00034123",2007-02-08,-42
"3328","RSM00034123",2007-02-09,-90
"3329","RSM00034123",2007-02-10,23
"3330","RSM00034123",2007-02-11,-26
"3331","RSM00034123",2007-02-12,-86
"3332","RSM00034123",2007-02-13,-15
"3333","RSM00034123",2007-02-14,23
"3334","RSM00034123",2007-02-15,24
"3335","RSM00034123",2007-02-16,-15
"3336","RSM00034123",2007-02-17,-88
"3337","RSM00034123",2007-02-18,-86
"3338","RSM00034123",2007-02-19,-33
"3339","RSM00034123",2007-02-20,-24
"3340","RSM00034123",2007-02-21,-63
"3341","RSM00034123",2007-02-22,-168
"3342","RSM00034123",2007-02-23,-200
"3343","RSM00034123",2007-02-24,-162
"3344","RSM00034123",2007-02-25,-116
"3345","RSM00034123",2007-02-26,-132
"3346","RSM00034123",2007-02-27,-124
"3347","RSM00034123",2007-02-28,-80
"3348","RSM00034123",2007-03-01,-18
"3349","RSM00034123",2007-03-02,2
"3350","RSM00034123",2007-03-03,24
"3351","RSM00034123",2007-03-04,15
"3352","RSM00034123",2007-03-05,11
"3353","RSM00034123",2007-03-06,20
"3354","RSM00034123",2007-03-07,12
"3355","RSM00034123",2007-03-08,5
"3356","RSM00034123",2007-03-09,9
"3357","RSM00034123",2007-03-10,20
"3358","RSM00034123",2007-03-11,35
"3359","RSM00034123",2007-03-12,27
"3360","RSM00034123",2007-03-13,17
"3361","RSM00034123",2007-03-14,31
"3362","RSM00034123",2007-03-15,46
"3363","RSM00034123",2007-03-16,32
"3364","RSM00034123",2007-03-17,20
"3365","RSM00034123",2007-03-18,47
"3366","RSM00034123",2007-03-19,37
"3367","RSM00034123",2007-03-20,75
"3368","RSM00034123",2007-03-21,76
"3369","RSM00034123",2007-03-22,75
"3370","RSM00034123",2007-03-23,57
"3371","RSM00034123",2007-03-24,46
"3372","RSM00034123",2007-03-25,44
"3373","RSM00034123",2007-03-26,30
"3374","RSM00034123",2007-03-27,46
"3375","RSM00034123",2007-03-28,68
"3376","RSM00034123",2007-03-29,94
"3377","RSM00034123",2007-03-30,97
"3378","RSM00034123",2007-03-31,79
"3379","RSM00034123",2007-04-01,93
"3380","RSM00034123",2007-04-02,86
"3381","RSM00034123",2007-04-03,84
"3382","RSM00034123",2007-04-04,113
"3383","RSM00034123",2007-04-05,112
"3384","RSM00034123",2007-04-06,85
"3385","RSM00034123",2007-04-07,49
"3386","RSM00034123",2007-04-08,30
"3387","RSM00034123",2007-04-09,17
"3388","RSM00034123",2007-04-10,17
"3389","RSM00034123",2007-04-11,71
"3390","RSM00034123",2007-04-12,71
"3391","RSM00034123",2007-04-13,57
"3392","RSM00034123",2007-04-14,38
"3393","RSM00034123",2007-04-15,34
"3394","RSM00034123",2007-04-16,54
"3395","RSM00034123",2007-04-17,52
"3396","RSM00034123",2007-04-18,83
"3397","RSM00034123",2007-04-19,90
"3398","RSM00034123",2007-04-20,90
"3399","RSM00034123",2007-04-21,75
"3400","RSM00034123",2007-04-22,42
"3401","RSM00034123",2007-04-23,49
"3402","RSM00034123",2007-04-24,58
"3403","RSM00034123",2007-04-25,79
"3404","RSM00034123",2007-04-26,100
"3405","RSM00034123",2007-04-27,126
"3406","RSM00034123",2007-04-28,146
"3407","RSM00034123",2007-04-29,88
"3408","RSM00034123",2007-04-30,48
"3409","RSM00034123",2007-05-01,68
"3410","RSM00034123",2007-05-02,31
"3411","RSM00034123",2007-05-03,59
"3412","RSM00034123",2007-05-04,55
"3413","RSM00034123",2007-05-05,87
"3414","RSM00034123",2007-05-06,75
"3415","RSM00034123",2007-05-07,82
"3416","RSM00034123",2007-05-08,124
"3417","RSM00034123",2007-05-09,126
"3418","RSM00034123",2007-05-10,114
"3419","RSM00034123",2007-05-11,116
"3420","RSM00034123",2007-05-12,155
"3421","RSM00034123",2007-05-13,141
"3422","RSM00034123",2007-05-14,136
"3423","RSM00034123",2007-05-15,158
"3424","RSM00034123",2007-05-16,209
"3425","RSM00034123",2007-05-17,210
"3426","RSM00034123",2007-05-18,197
"3427","RSM00034123",2007-05-19,203
"3428","RSM00034123",2007-05-20,205
"3429","RSM00034123",2007-05-21,217
"3430","RSM00034123",2007-05-22,240
"3431","RSM00034123",2007-05-23,233
"3432","RSM00034123",2007-05-24,239
"3433","RSM00034123",2007-05-25,230
"3434","RSM00034123",2007-05-26,224
"3435","RSM00034123",2007-05-27,253
"3436","RSM00034123",2007-05-28,257
"3437","RSM00034123",2007-05-29,276
"3438","RSM00034123",2007-05-30,270
"3439","RSM00034123",2007-05-31,282
"3440","RSM00034123",2007-06-01,263
"3441","RSM00034123",2007-06-02,198
"3442","RSM00034123",2007-06-03,163
"3443","RSM00034123",2007-06-04,174
"3444","RSM00034123",2007-06-05,183
"3445","RSM00034123",2007-06-06,162
"3446","RSM00034123",2007-06-07,157
"3447","RSM00034123",2007-06-08,164
"3448","RSM00034123",2007-06-09,179
"3449","RSM00034123",2007-06-10,193
"3450","RSM00034123",2007-06-11,181
"3451","RSM00034123",2007-06-12,163
"3452","RSM00034123",2007-06-13,204
"3453","RSM00034123",2007-06-14,217
"3454","RSM00034123",2007-06-15,221
"3455","RSM00034123",2007-06-16,246
"3456","RSM00034123",2007-06-17,252
"3457","RSM00034123",2007-06-18,227
"3458","RSM00034123",2007-06-19,223
"3459","RSM00034123",2007-06-20,203
"3460","RSM00034123",2007-06-21,175
"3461","RSM00034123",2007-06-22,173
"3462","RSM00034123",2007-06-23,161
"3463","RSM00034123",2007-06-24,156
"3464","RSM00034123",2007-06-25,174
"3465","RSM00034123",2007-06-26,189
"3466","RSM00034123",2007-06-27,206
"3467","RSM00034123",2007-06-28,210
"3468","RSM00034123",2007-06-29,171
"3469","RSM00034123",2007-06-30,176
"3470","RSM00034123",2007-07-01,190
"3471","RSM00034123",2007-07-02,193
"3472","RSM00034123",2007-07-03,181
"3473","RSM00034123",2007-07-04,194
"3474","RSM00034123",2007-07-05,216
"3475","RSM00034123",2007-07-06,228
"3476","RSM00034123",2007-07-07,211
"3477","RSM00034123",2007-07-08,156
"3478","RSM00034123",2007-07-09,157
"3479","RSM00034123",2007-07-10,181
"3480","RSM00034123",2007-07-11,211
"3481","RSM00034123",2007-07-12,246
"3482","RSM00034123",2007-07-13,268
"3483","RSM00034123",2007-07-14,206
"3484","RSM00034123",2007-07-15,195
"3485","RSM00034123",2007-07-16,209
"3486","RSM00034123",2007-07-17,217
"3487","RSM00034123",2007-07-18,215
"3488","RSM00034123",2007-07-19,242
"3489","RSM00034123",2007-07-20,240
"3490","RSM00034123",2007-07-21,213
"3491","RSM00034123",2007-07-22,206
"3492","RSM00034123",2007-07-23,187
"3493","RSM00034123",2007-07-24,213
"3494","RSM00034123",2007-07-25,244
"3495","RSM00034123",2007-07-26,201
"3496","RSM00034123",2007-07-27,207
"3497","RSM00034123",2007-07-28,208
"3498","RSM00034123",2007-07-29,210
"3499","RSM00034123",2007-07-30,219
"3500","RSM00034123",2007-07-31,248
"3501","RSM00034123",2007-08-01,217
"3502","RSM00034123",2007-08-02,236
"3503","RSM00034123",2007-08-03,195
"3504","RSM00034123",2007-08-04,175
"3505","RSM00034123",2007-08-05,202
"3506","RSM00034123",2007-08-06,201
"3507","RSM00034123",2007-08-07,217
"3508","RSM00034123",2007-08-08,257
"3509","RSM00034123",2007-08-09,214
"3510","RSM00034123",2007-08-10,199
"3511","RSM00034123",2007-08-11,212
"3512","RSM00034123",2007-08-12,223
"3513","RSM00034123",2007-08-13,245
"3514","RSM00034123",2007-08-14,258
"3515","RSM00034123",2007-08-15,255
"3516","RSM00034123",2007-08-16,237
"3517","RSM00034123",2007-08-17,242
"3518","RSM00034123",2007-08-18,248
"3519","RSM00034123",2007-08-19,255
"3520","RSM00034123",2007-08-20,264
"3521","RSM00034123",2007-08-21,276
"3522","RSM00034123",2007-08-22,267
"3523","RSM00034123",2007-08-23,259
"3524","RSM00034123",2007-08-24,262
"3525","RSM00034123",2007-08-25,254
"3526","RSM00034123",2007-08-26,234
"3527","RSM00034123",2007-08-27,219
"3528","RSM00034123",2007-08-28,186
"3529","RSM00034123",2007-08-29,174
"3530","RSM00034123",2007-08-30,129
"3531","RSM00034123",2007-08-31,144
"3532","RSM00034123",2007-09-01,160
"3533","RSM00034123",2007-09-02,185
"3534","RSM00034123",2007-09-03,158
"3535","RSM00034123",2007-09-04,173
"3536","RSM00034123",2007-09-05,169
"3537","RSM00034123",2007-09-06,196
"3538","RSM00034123",2007-09-07,191
"3539","RSM00034123",2007-09-08,180
"3540","RSM00034123",2007-09-09,156
"3541","RSM00034123",2007-09-10,118
"3542","RSM00034123",2007-09-11,115
"3543","RSM00034123",2007-09-12,126
"3544","RSM00034123",2007-09-13,121
"3545","RSM00034123",2007-09-14,116
"3546","RSM00034123",2007-09-15,104
"3547","RSM00034123",2007-09-16,107
"3548","RSM00034123",2007-09-17,90
"3549","RSM00034123",2007-09-18,119
"3550","RSM00034123",2007-09-19,136
"3551","RSM00034123",2007-09-20,155
"3552","RSM00034123",2007-09-21,108
"3553","RSM00034123",2007-09-22,121
"3554","RSM00034123",2007-09-23,141
"3555","RSM00034123",2007-09-24,140
"3556","RSM00034123",2007-09-25,135
"3557","RSM00034123",2007-09-26,136
"3558","RSM00034123",2007-09-27,133
"3559","RSM00034123",2007-09-28,148
"3560","RSM00034123",2007-09-29,143
"3561","RSM00034123",2007-09-30,138
"3562","RSM00034123",2007-10-01,151
"3563","RSM00034123",2007-10-02,135
"3564","RSM00034123",2007-10-03,129
"3565","RSM00034123",2007-10-04,118
"3566","RSM00034123",2007-10-05,140
"3567","RSM00034123",2007-10-06,124
"3568","RSM00034123",2007-10-07,115
"3569","RSM00034123",2007-10-08,112
"3570","RSM00034123",2007-10-09,90
"3571","RSM00034123",2007-10-10,74
"3572","RSM00034123",2007-10-11,84
"3573","RSM00034123",2007-10-12,47
"3574","RSM00034123",2007-10-13,72
"3575","RSM00034123",2007-10-14,61
"3576","RSM00034123",2007-10-15,37
"3577","RSM00034123",2007-10-16,39
"3578","RSM00034123",2007-10-17,77
"3579","RSM00034123",2007-10-18,106
"3580","RSM00034123",2007-10-19,92
"3581","RSM00034123",2007-10-20,96
"3582","RSM00034123",2007-10-21,107
"3583","RSM00034123",2007-10-22,103
"3584","RSM00034123",2007-10-23,96
"3585","RSM00034123",2007-10-24,77
"3586","RSM00034123",2007-10-25,73
"3587","RSM00034123",2007-10-26,72
"3588","RSM00034123",2007-10-27,44
"3589","RSM00034123",2007-10-28,30
"3590","RSM00034123",2007-10-29,41
"3591","RSM00034123",2007-10-30,43
"3592","RSM00034123",2007-10-31,57
"3593","RSM00034123",2007-11-01,45
"3594","RSM00034123",2007-11-02,73
"3595","RSM00034123",2007-11-03,32
"3596","RSM00034123",2007-11-04,19
"3597","RSM00034123",2007-11-05,-3
"3598","RSM00034123",2007-11-06,-29
"3599","RSM00034123",2007-11-07,-60
"3600","RSM00034123",2007-11-08,-57
"3601","RSM00034123",2007-11-09,-27
"3602","RSM00034123",2007-11-10,-27
"3603","RSM00034123",2007-11-11,-19
"3604","RSM00034123",2007-11-12,-3
"3605","RSM00034123",2007-11-13,-4
"3606","RSM00034123",2007-11-14,-9
"3607","RSM00034123",2007-11-15,7
"3608","RSM00034123",2007-11-16,0
"3609","RSM00034123",2007-11-17,-3
"3610","RSM00034123",2007-11-18,-33
"3611","RSM00034123",2007-11-19,-77
"3612","RSM00034123",2007-11-20,2
"3613","RSM00034123",2007-11-21,-33
"3614","RSM00034123",2007-11-22,-69
"3615","RSM00034123",2007-11-23,-53
"3616","RSM00034123",2007-11-24,-44
"3617","RSM00034123",2007-11-25,5
"3618","RSM00034123",2007-11-26,40
"3619","RSM00034123",2007-11-27,24
"3620","RSM00034123",2007-11-28,-3
"3621","RSM00034123",2007-11-29,-24
"3622","RSM00034123",2007-11-30,-11
"3623","RSM00034123",2007-12-01,4
"3624","RSM00034123",2007-12-02,-71
"3625","RSM00034123",2007-12-03,-60
"3626","RSM00034123",2007-12-04,14
"3627","RSM00034123",2007-12-05,-3
"3628","RSM00034123",2007-12-06,2
"3629","RSM00034123",2007-12-07,-36
"3630","RSM00034123",2007-12-08,-28
"3631","RSM00034123",2007-12-09,-25
"3632","RSM00034123",2007-12-10,-35
"3633","RSM00034123",2007-12-11,-56
"3634","RSM00034123",2007-12-12,-55
"3635","RSM00034123",2007-12-13,-37
"3636","RSM00034123",2007-12-14,-42
